customer_id,name,sex,state,age,is_married,active_since,event_time,email
C10058,pamela maldonado,F,alaska,69,False,2018-02-17 08:59:16,2024-05-02T13:43:28.360Z,rsanchez@example.org
C10059,michelle price,F,new hampshire,25,True,2017-03-03 20:46:20,2024-05-02T13:43:28.361Z,ygardner@example.net
C10060,mrs. andrea meyer md,F,south dakota,30,True,2019-11-22 09:01:07,2024-05-02T13:43:28.361Z,morgansamantha@example.org
C10061,erica barnes,F,tennessee,56,False,2018-11-08 00:32:27,2024-05-02T13:43:28.362Z,denisesanchez@example.com
C10062,matthew johnson,M,utah,73,True,2019-06-14 22:12:13,2024-05-02T13:43:28.363Z,mcgeephillip@example.net
C10063,jose green,M,kentucky,50,True,2016-08-23 09:31:36,2024-05-02T13:43:28.364Z,christina70@example.net
C10064,angela kelley,F,vermont,48,True,2017-05-06 18:14:07,2024-05-02T13:43:28.365Z,garrettwilliam@example.org
C10065,olivia hernandez,F,kentucky,73,True,2018-11-16 17:51:03,2024-05-02T13:43:28.365Z,jcaldwell@example.com
C10066,amanda dickerson,F,new jersey,83,False,2017-09-01 03:09:33,2024-05-02T13:43:28.366Z,russellheather@example.org
C10067,jennifer kaufman,F,vermont,81,True,2018-12-05 20:00:12,2024-05-02T13:43:28.367Z,jackie07@example.org
C10068,alexandria mays,F,maine,50,False,2019-01-11 07:58:37,2024-05-02T13:43:28.368Z,amarquez@example.org
C10069,john riley,M,idaho,36,True,2018-02-02 00:21:58,2024-05-02T13:43:28.368Z,fsampson@example.com
C10070,thomas diaz,M,hawaii,25,False,2017-09-25 21:34:24,2024-05-02T13:43:28.369Z,nixonandre@example.com
C10071,brad dyer,M,illinois,59,True,2017-04-14 03:26:38,2024-05-02T13:43:28.370Z,qwhite@example.org
C10072,bryce walker,M,oregon,39,True,2019-11-11 20:16:00,2024-05-02T13:43:28.370Z,johndecker@example.org
C10073,marc williams,M,alabama,24,False,2018-07-21 02:24:12,2024-05-02T13:43:28.371Z,stevendavis@example.com
C10074,kathleen savage,F,hawaii,53,False,2018-05-07 02:59:27,2024-05-02T13:43:28.372Z,gcooper@example.net
C10075,jenna bruce,F,massachusetts,33,False,2019-06-03 19:05:54,2024-05-02T13:43:28.373Z,williammorrow@example.com
C10076,earl carroll,M,michigan,24,False,2019-05-10 11:46:37,2024-05-02T13:43:28.374Z,eblevins@example.org
C10077,tiffany wilson,F,nevada,46,False,2017-03-16 01:11:11,2024-05-02T13:43:28.375Z,aliciarodriguez@example.org
C10078,brittney ford,F,massachusetts,57,True,2018-07-17 10:51:10,2024-05-02T13:43:28.375Z,corybates@example.com
C10079,brian stokes,M,nebraska,85,True,2019-08-15 12:49:53,2024-05-02T13:43:28.376Z,vcollier@example.net
C10080,kevin fletcher,M,montana,45,False,2017-01-10 10:23:26,2024-05-02T13:43:28.377Z,ruben41@example.com
C10081,kyle williams,M,massachusetts,90,True,2018-01-30 17:05:10,2024-05-02T13:43:28.377Z,rivasanna@example.net
C10082,michele andrews,F,kansas,63,False,2018-07-01 13:14:56,2024-05-02T13:43:28.378Z,thompsonroger@example.org
C10083,joseph hill,M,oregon,60,True,2016-04-11 19:29:46,2024-05-02T13:43:28.379Z,woodscarrie@example.org
C10084,james conley,M,iowa,76,True,2016-03-03 19:00:38,2024-05-02T13:43:28.379Z,kirstenbennett@example.net
C10085,todd ford,M,nevada,19,False,2016-04-04 16:19:58,2024-05-02T13:43:28.380Z,kimberlyalvarez@example.net
C10086,laura miller,F,ohio,32,True,2018-09-14 09:32:51,2024-05-02T13:43:28.381Z,michellebell@example.net
C10087,jessica taylor,F,montana,78,False,2016-04-05 06:18:31,2024-05-02T13:43:28.381Z,smithheather@example.com
C10088,brandon sullivan,M,new york,42,True,2018-05-31 17:02:30,2024-05-02T13:43:28.382Z,angela99@example.net
C10089,daniel torres,M,florida,85,True,2019-11-29 01:08:25,2024-05-02T13:43:28.383Z,larawayne@example.net
C10090,jacqueline nguyen,F,north carolina,33,False,2016-06-21 19:56:39,2024-05-02T13:43:28.384Z,hallstacey@example.org
C10091,john rodriguez,M,connecticut,44,False,2016-05-30 11:04:07,2024-05-02T13:43:28.384Z,elliottjasmine@example.org
C10092,gary smith,M,south carolina,23,True,2017-02-09 11:10:01,2024-05-02T13:43:28.385Z,brandonjohnson@example.org
C10093,megan raymond,F,indiana,67,False,2018-02-10 23:13:11,2024-05-02T13:43:28.386Z,eboyer@example.com
C10094,michael davis,M,new hampshire,31,True,2017-08-28 06:38:17,2024-05-02T13:43:28.387Z,piercegary@example.net
C10095,tina foster,F,maryland,69,True,2016-08-16 03:33:21,2024-05-02T13:43:28.387Z,susanramsey@example.com
C10096,ashley ortiz,F,new mexico,37,True,2018-01-23 11:00:55,2024-05-02T13:43:28.388Z,phamilton@example.org
C10097,paul garcia,M,montana,79,True,2019-10-27 03:12:37,2024-05-02T13:43:28.389Z,tmorales@example.org
C10098,jacob hughes,M,delaware,87,False,2016-11-01 01:36:25,2024-05-02T13:43:28.389Z,thicks@example.net
C10099,brent robinson,M,tennessee,22,True,2019-08-30 15:44:51,2024-05-02T13:43:28.390Z,epowers@example.net
C10100,dr. tracy walker,F,iowa,74,True,2016-09-29 07:34:30,2024-05-02T13:43:28.391Z,gravesgordon@example.com
C10101,ashley wolfe dds,F,ohio,38,False,2017-12-18 06:35:06,2024-05-02T13:43:28.391Z,kimberly15@example.net
C10102,leslie baird,F,south dakota,24,False,2018-08-04 22:50:13,2024-05-02T13:43:28.392Z,donnaunderwood@example.com
C10103,chelsea cooke,F,washington,78,False,2017-09-16 21:56:37,2024-05-02T13:43:28.393Z,newtonvictor@example.net
C10104,devin smith,M,hawaii,24,False,2016-11-06 02:38:41,2024-05-02T13:43:28.393Z,hlopez@example.com
C10105,andrew proctor,M,illinois,43,False,2019-11-17 18:20:14,2024-05-02T13:43:28.394Z,fmendoza@example.org
C10106,teresa cordova,F,arizona,49,False,2019-04-03 12:08:24,2024-05-02T13:43:28.395Z,zjones@example.net
C10107,howard martinez,M,kansas,38,False,2019-03-25 00:39:33,2024-05-02T13:43:28.395Z,uhess@example.com
C10108,regina west,F,michigan,30,False,2016-06-22 13:17:30,2024-05-02T13:43:28.396Z,jasonperry@example.com
C10109,angie johnson,F,montana,22,True,2018-10-15 10:50:25,2024-05-02T13:43:28.397Z,annanorman@example.com
C10110,jessica davis,F,oklahoma,35,False,2016-12-30 09:45:32,2024-05-02T13:43:28.397Z,garrettlucas@example.org
C10111,jason frazier,M,idaho,45,False,2017-02-19 16:49:20,2024-05-02T13:43:28.398Z,sarabarnett@example.com
C10112,kenneth villegas,M,kansas,29,False,2016-02-28 12:28:36,2024-05-02T13:43:28.399Z,calderonjason@example.org
C10113,joseph bush,M,alabama,33,True,2017-08-28 05:15:58,2024-05-02T13:43:28.399Z,nicholas89@example.org
C10114,peter moreno,M,tennessee,50,False,2019-04-03 10:41:10,2024-05-02T13:43:28.400Z,salazartravis@example.com
C10115,melinda moran,F,california,26,False,2019-12-20 22:01:33,2024-05-02T13:43:28.400Z,shirley07@example.net
C10116,dana scott,F,delaware,69,True,2018-06-16 16:08:58,2024-05-02T13:43:28.401Z,trevor58@example.com
C10117,kristen white,F,mississippi,22,True,2018-03-22 14:54:53,2024-05-02T13:43:28.402Z,smithcarlos@example.org
C10118,rachael colon,F,nevada,87,False,2016-08-24 08:58:56,2024-05-02T13:43:28.403Z,kanekelly@example.net
C10119,elizabeth kim,F,louisiana,72,True,2016-08-12 20:46:12,2024-05-02T13:43:28.403Z,katherine86@example.net
C10120,mike moore,M,nevada,78,True,2019-09-18 17:27:58,2024-05-02T13:43:28.404Z,ztaylor@example.org
C10121,sean casey,M,north dakota,75,False,2017-05-24 22:51:02,2024-05-02T13:43:28.405Z,luis18@example.net
C10122,warren smith,M,florida,61,False,2019-02-25 14:48:02,2024-05-02T13:43:28.405Z,jacquelinerodriguez@example.org
C10123,christopher scott,M,indiana,76,False,2017-05-31 07:51:54,2024-05-02T13:43:28.406Z,tadams@example.net
C10124,vanessa reilly,F,north carolina,85,True,2017-09-08 07:26:16,2024-05-02T13:43:28.406Z,jonathan41@example.org
C10125,beth moore,F,colorado,42,False,2018-06-19 20:08:55,2024-05-02T13:43:28.407Z,jsmith@example.org
C10126,larry walker,M,new hampshire,50,False,2016-09-24 00:23:04,2024-05-02T13:43:28.407Z,todd44@example.net
C10127,john simon,M,new jersey,71,False,2019-01-05 05:09:26,2024-05-02T13:43:28.408Z,christinafreeman@example.com
C10128,jane hancock,F,montana,36,True,2017-06-25 22:04:34,2024-05-02T13:43:28.409Z,danieldavis@example.net
C10129,ms. deborah vance,F,ohio,44,False,2019-01-19 17:56:44,2024-05-02T13:43:28.410Z,jennifer17@example.net
C10130,david munoz,M,kansas,70,True,2017-05-14 03:56:09,2024-05-02T13:43:28.410Z,kramirez@example.net
C10131,denise thomas,F,south dakota,27,True,2017-07-05 14:10:28,2024-05-02T13:43:28.411Z,kari94@example.com
C10132,tammy smith,F,colorado,52,False,2018-01-24 09:34:07,2024-05-02T13:43:28.411Z,penajacqueline@example.org
C10133,kim mcclain,F,colorado,69,False,2019-10-17 08:11:23,2024-05-02T13:43:28.412Z,nelsonlisa@example.net
C10134,margaret anderson,F,texas,51,False,2017-09-20 11:31:14,2024-05-02T13:43:28.413Z,michaelpeterson@example.net
C10135,daniel mullen,M,connecticut,30,True,2016-07-12 03:09:14,2024-05-02T13:43:28.414Z,christopherkhan@example.org
C10136,matthew kemp,M,delaware,42,False,2018-01-26 15:32:51,2024-05-02T13:43:28.414Z,chandlermark@example.com
C10137,marc harris,M,michigan,47,False,2017-02-06 22:10:16,2024-05-02T13:43:28.415Z,johnrose@example.org
C10138,megan wright,F,wisconsin,24,True,2017-12-13 08:10:46,2024-05-02T13:43:28.416Z,deborahhill@example.org
C10139,cody harris,M,north carolina,67,False,2018-10-07 03:25:34,2024-05-02T13:43:28.416Z,hillteresa@example.com
C10140,erica leach,F,north dakota,52,False,2016-02-13 00:37:48,2024-05-02T13:43:28.417Z,donald35@example.com
C10141,ricky rodriguez,M,arkansas,18,True,2016-11-27 08:28:38,2024-05-02T13:43:28.418Z,jasoncochran@example.net
C10142,haley davila,F,alabama,52,False,2019-09-14 01:28:27,2024-05-02T13:43:28.419Z,amanda67@example.com
C10143,david mason,M,wyoming,56,False,2019-10-01 01:14:28,2024-05-02T13:43:28.419Z,scott08@example.org
C10144,donna figueroa,F,virginia,22,False,2019-12-02 13:06:21,2024-05-02T13:43:28.420Z,barryhenderson@example.org
C10145,elizabeth everett dds,F,iowa,21,True,2018-02-05 03:27:08,2024-05-02T13:43:28.420Z,wanderson@example.com
C10146,samantha osborn,F,idaho,89,True,2017-08-13 20:09:27,2024-05-02T13:43:28.421Z,morenokeith@example.net
C10147,jessica porter phd,F,texas,55,True,2016-04-26 22:08:30,2024-05-02T13:43:28.422Z,cbarron@example.org
C10148,benjamin rivera,M,georgia,47,True,2016-08-14 09:23:00,2024-05-02T13:43:28.423Z,mccoyjulia@example.org
C10149,william cordova,M,illinois,69,False,2018-05-25 18:14:05,2024-05-02T13:43:28.423Z,warealexander@example.net
C10150,jonathan gibson,M,north dakota,19,False,2016-03-17 13:40:03,2024-05-02T13:43:28.424Z,andrewbrown@example.net
C10151,christopher fowler,M,alaska,28,False,2018-04-03 14:17:06,2024-05-02T13:43:28.424Z,maryherring@example.org
C10152,brandy ross,F,nevada,46,True,2017-07-12 10:07:26,2024-05-02T13:43:28.425Z,charlesrose@example.com
C10153,kathryn mccarthy,F,new mexico,56,False,2016-07-11 08:27:43,2024-05-02T13:43:28.426Z,mariomathis@example.org
C10154,kelly sullivan,F,oregon,20,True,2016-04-11 08:00:21,2024-05-02T13:43:28.426Z,rangelrichard@example.net
C10155,judy shelton,F,kentucky,29,True,2016-02-17 03:29:12,2024-05-02T13:43:28.427Z,christina63@example.net
C10156,mrs. linda hart,F,oregon,63,True,2019-03-13 02:10:41,2024-05-02T13:43:28.427Z,lewiskayla@example.com
C10157,valerie gomez,F,new york,59,True,2017-11-13 04:05:17,2024-05-02T13:43:28.428Z,badams@example.com
C10158,michael becker,M,arkansas,74,True,2017-01-28 01:43:24,2024-05-02T13:43:28.428Z,timothy43@example.net
C10159,roger goodwin,M,north carolina,22,False,2019-05-05 16:48:14,2024-05-02T13:43:28.429Z,joseph38@example.org
C10160,jennifer hinton,F,pennsylvania,41,False,2019-05-01 06:04:58,2024-05-02T13:43:28.430Z,jacksoncynthia@example.net
C10161,doris mcdaniel,F,pennsylvania,28,False,2018-06-24 05:13:53,2024-05-02T13:43:28.430Z,matthew06@example.com
C10162,stephen carter,M,kentucky,20,False,2018-09-02 17:03:49,2024-05-02T13:43:28.431Z,tcombs@example.net
C10163,john navarro,M,pennsylvania,63,True,2018-05-17 08:23:35,2024-05-02T13:43:28.431Z,charlesboone@example.com
C10164,robert mills,M,maryland,88,False,2019-11-28 18:26:08,2024-05-02T13:43:28.432Z,villarrealjeffrey@example.com
C10165,justin calderon,M,new hampshire,36,False,2018-05-20 04:45:26,2024-05-02T13:43:28.433Z,curtis69@example.net
C10166,bradley lewis,M,oklahoma,38,False,2016-04-14 10:20:14,2024-05-02T13:43:28.433Z,cjones@example.org
C10167,hannah hurst,F,nebraska,18,True,2016-08-11 03:44:32,2024-05-02T13:43:28.434Z,johnsonstephanie@example.com
C10168,daniel powell,M,oklahoma,19,True,2017-01-04 06:15:24,2024-05-02T13:43:28.435Z,jefferytownsend@example.org
C10169,diana cline,F,pennsylvania,58,True,2017-08-09 19:58:37,2024-05-02T13:43:28.435Z,taylorzhang@example.com
C10170,sean lewis,M,wisconsin,82,False,2018-01-23 22:25:36,2024-05-02T13:43:28.436Z,xanderson@example.net
C10171,stephanie miller,F,wisconsin,68,False,2017-08-13 00:44:53,2024-05-02T13:43:28.437Z,murphypeter@example.org
C10172,christopher montoya,M,north carolina,40,False,2017-06-17 16:23:40,2024-05-02T13:43:28.437Z,brian76@example.com
C10173,joshua jordan,M,utah,66,True,2017-07-21 01:13:28,2024-05-02T13:43:28.438Z,xrogers@example.com
C10174,brittany moore,F,washington,66,True,2019-08-23 16:16:19,2024-05-02T13:43:28.439Z,fullervalerie@example.org
C10175,mr. daniel weiss,M,oklahoma,75,False,2018-04-20 18:58:37,2024-05-02T13:43:28.439Z,weststacy@example.org
C10176,jennifer washington,F,utah,43,False,2019-11-03 21:15:45,2024-05-02T13:43:28.440Z,jessicarodriguez@example.net
C10177,ann leach,F,tennessee,45,True,2016-05-01 14:42:27,2024-05-02T13:43:28.440Z,mackcorey@example.com
C10178,christine rojas,F,new hampshire,38,True,2019-12-11 13:30:36,2024-05-02T13:43:28.441Z,michaelsandoval@example.net
C10179,austin banks,M,minnesota,91,True,2017-11-29 08:49:28,2024-05-02T13:43:28.442Z,yjones@example.org
C10180,sandra beasley,F,vermont,88,False,2016-03-28 23:23:39,2024-05-02T13:43:28.442Z,wflores@example.com
C10181,kathleen sullivan md,F,wisconsin,52,False,2018-07-16 14:18:08,2024-05-02T13:43:28.443Z,stevensgeorge@example.net
C10182,sarah bennett,F,kentucky,27,True,2017-09-21 08:23:12,2024-05-02T13:43:28.444Z,rclay@example.org
C10183,tracy smith,F,colorado,76,False,2018-05-21 07:32:37,2024-05-02T13:43:28.444Z,taylorjames@example.com
C10184,patricia johnson,F,nevada,35,True,2017-06-02 12:25:20,2024-05-02T13:43:28.445Z,allenjennifer@example.org
C10185,bryan martinez,M,wyoming,73,True,2018-04-02 02:54:10,2024-05-02T13:43:28.446Z,kruegermaria@example.com
C10186,grace garza,F,hawaii,82,False,2019-05-14 02:48:57,2024-05-02T13:43:28.446Z,edward88@example.org
C10187,evelyn garcia,F,wyoming,32,False,2018-04-07 11:51:40,2024-05-02T13:43:28.447Z,fpetersen@example.org
C10188,joshua pitts,M,nebraska,56,True,2016-10-09 07:07:51,2024-05-02T13:43:28.448Z,lbooth@example.org
C10189,douglas sanchez,M,new hampshire,34,True,2018-12-09 00:36:22,2024-05-02T13:43:28.448Z,meghanroy@example.com
C10190,lauren brown,F,texas,32,False,2017-04-23 13:40:55,2024-05-02T13:43:28.449Z,nealjason@example.com
C10191,april mitchell,F,connecticut,46,True,2016-03-25 12:19:49,2024-05-02T13:43:28.449Z,rschroeder@example.net
C10192,courtney pierce,F,connecticut,24,False,2019-03-24 12:51:53,2024-05-02T13:43:28.450Z,eevans@example.org
C10193,mike anderson,M,missouri,68,True,2017-01-29 01:57:00,2024-05-02T13:43:28.451Z,danaguzman@example.net
C10194,matthew bowers,M,idaho,76,False,2019-04-30 18:42:35,2024-05-02T13:43:28.451Z,ryan25@example.net
C10195,courtney foley,F,idaho,73,False,2016-11-08 11:31:11,2024-05-02T13:43:28.452Z,christianeaton@example.com
C10196,katherine chavez,F,texas,62,False,2017-01-21 07:46:07,2024-05-02T13:43:28.453Z,jared80@example.com
C10197,tracey may,F,wyoming,29,True,2018-03-12 14:43:22,2024-05-02T13:43:28.453Z,tstafford@example.com
C10198,julia castro,F,connecticut,26,False,2017-05-08 18:50:39,2024-05-02T13:43:28.454Z,walkerethan@example.com
C10199,daniel obrien,M,minnesota,23,False,2017-08-01 10:03:24,2024-05-02T13:43:28.455Z,wesleymoss@example.net
C10200,christine harding,F,new jersey,74,True,2019-01-11 08:02:12,2024-05-02T13:43:28.455Z,andersondeborah@example.org
C10201,jason rivera,M,pennsylvania,71,False,2019-06-11 09:23:03,2024-05-02T13:43:28.456Z,cgreen@example.org
C10202,justin allen,M,north dakota,20,True,2016-06-10 01:52:17,2024-05-02T13:43:28.457Z,edwardsmith@example.net
C10203,william patterson,M,virginia,90,True,2019-12-01 04:44:07,2024-05-02T13:43:28.457Z,tammy37@example.com
C10204,carla newman md,F,tennessee,37,False,2018-10-04 17:52:09,2024-05-02T13:43:28.458Z,jennifer00@example.net
C10205,jose fry,M,pennsylvania,79,True,2019-06-06 10:03:52,2024-05-02T13:43:28.458Z,kcampos@example.net
C10206,john garcia,M,arizona,31,False,2019-07-06 16:46:59,2024-05-02T13:43:28.459Z,hayesjohn@example.com
C10207,lisa moore,F,illinois,29,False,2019-06-23 02:25:16,2024-05-02T13:43:28.460Z,whitegarrett@example.com
C10208,julie massey,F,north carolina,55,False,2019-12-30 23:28:18,2024-05-02T13:43:28.460Z,tjensen@example.com
C10209,andrew camacho,M,oklahoma,30,True,2019-05-02 00:56:26,2024-05-02T13:43:28.461Z,brianreyes@example.com
C10210,jason henson,M,oregon,89,True,2016-12-08 14:53:12,2024-05-02T13:43:28.462Z,stephanie97@example.com
C10211,robert hanson,M,nebraska,90,False,2016-11-17 04:00:16,2024-05-02T13:43:28.462Z,lcurtis@example.org
C10212,rebecca hart,F,alabama,36,True,2016-09-27 23:28:50,2024-05-02T13:43:28.463Z,huntermichelle@example.com
C10213,benjamin cruz,M,massachusetts,35,True,2018-11-13 19:37:32,2024-05-02T13:43:28.463Z,sandersjane@example.net
C10214,jennifer hawkins,F,new hampshire,88,True,2017-10-10 11:24:23,2024-05-02T13:43:28.464Z,amberberger@example.net
C10215,george bauer,M,nebraska,36,True,2017-04-04 10:11:33,2024-05-02T13:43:28.465Z,wardkaren@example.com
C10216,patricia taylor,F,oklahoma,39,False,2017-05-15 07:43:28,2024-05-02T13:43:28.465Z,emilymiller@example.net
C10217,latoya brady,F,texas,63,True,2017-02-14 03:42:02,2024-05-02T13:43:28.466Z,brian92@example.net
C10218,emily robinson dds,F,kansas,90,True,2016-06-08 00:13:04,2024-05-02T13:43:28.466Z,ajohnson@example.com
C10219,wendy johnson,F,kentucky,66,False,2018-02-12 20:00:27,2024-05-02T13:43:28.467Z,adamstewart@example.org
C10220,aaron cooper,M,colorado,31,False,2018-05-08 12:00:36,2024-05-02T13:43:28.468Z,martinmichael@example.org
C10221,kimberly cervantes,F,wyoming,80,False,2019-02-19 08:37:00,2024-05-02T13:43:28.469Z,bakerautumn@example.org
C10222,dustin collins,M,maryland,59,True,2019-06-29 16:51:13,2024-05-02T13:43:28.469Z,ayork@example.net
C10223,natalie smith,F,north dakota,32,False,2017-01-31 05:58:48,2024-05-02T13:43:28.470Z,hatkins@example.net
C10224,willie stevenson,M,massachusetts,78,True,2017-05-20 03:59:18,2024-05-02T13:43:28.471Z,landerson@example.org
C10225,nicole little,F,alabama,54,False,2017-02-26 19:36:00,2024-05-02T13:43:28.471Z,justinperez@example.org
C10226,kyle ortiz,M,new mexico,47,False,2017-02-20 08:54:31,2024-05-02T13:43:28.472Z,shannon51@example.com
C10227,kim porter,F,hawaii,62,False,2018-12-24 05:40:07,2024-05-02T13:43:28.472Z,sheltonchristopher@example.net
C10228,robert jones,M,delaware,47,True,2017-07-14 03:28:58,2024-05-02T13:43:28.473Z,mary33@example.org
C10229,william sharp,M,nevada,22,False,2019-07-03 04:03:10,2024-05-02T13:43:28.473Z,paulmartin@example.com
