customer_id,name,sex,state,age,is_married,active_since,event_time
C153,daniel mathews,M,arizona,56,False,2018-03-05 20:54:01,2024-05-02T05:39:11.065Z
C154,austin summers,M,nevada,20,False,2018-10-04 07:38:41,2024-05-02T05:39:11.065Z
C155,benjamin rivera,M,georgia,29,True,2016-08-14 09:23:00,2024-05-02T05:39:11.066Z
C156,maria strong,F,mississippi,63,False,2016-02-09 05:11:45,2024-05-02T05:39:11.066Z
C157,michael morris,M,north carolina,59,False,2017-10-26 01:27:19,2024-05-02T05:39:11.067Z
C158,micheal diaz,M,hawaii,74,True,2018-07-22 05:46:34,2024-05-02T05:39:11.068Z
C159,steven burke,M,south dakota,22,True,2018-11-24 07:02:08,2024-05-02T05:39:11.068Z
C160,stephanie pollard,F,mississippi,41,False,2018-04-16 23:48:09,2024-05-02T05:39:11.069Z
C161,david kelly,M,utah,28,True,2017-09-22 14:47:52,2024-05-02T05:39:11.070Z
C162,thomas williams,M,oklahoma,20,True,2017-01-26 20:43:24,2024-05-02T05:39:11.070Z
C163,mary solomon,F,colorado,63,False,2017-02-02 02:56:01,2024-05-02T05:39:11.071Z
C164,ryan moses,M,michigan,88,False,2017-01-14 08:21:44,2024-05-02T05:39:11.072Z
C165,michael becker,M,arkansas,36,True,2017-01-28 01:43:24,2024-05-02T05:39:11.073Z
C166,ray browning,M,illinois,38,False,2018-05-31 08:10:54,2024-05-02T05:39:11.073Z
C167,danny martinez,M,alaska,18,False,2019-01-05 22:05:13,2024-05-02T05:39:11.074Z
C168,robert booker,M,oklahoma,19,False,2018-07-25 02:22:17,2024-05-02T05:39:11.075Z
C169,david contreras,M,nevada,58,False,2016-06-03 00:56:30,2024-05-02T05:39:11.075Z
C170,crystal davis,F,kentucky,82,True,2017-02-18 22:07:38,2024-05-02T05:39:11.076Z
C171,zachary villarreal,M,arizona,68,True,2018-01-19 06:02:55,2024-05-02T05:39:11.076Z
C172,elizabeth allen,F,new mexico,40,False,2018-01-25 00:47:40,2024-05-02T05:39:11.077Z
C173,jennifer johnson,F,montana,66,False,2018-08-03 18:25:52,2024-05-02T05:39:11.078Z
C174,christina patterson,F,arizona,66,False,2019-10-28 10:47:24,2024-05-02T05:39:11.078Z
C175,daniel powell,M,oklahoma,75,True,2017-01-04 06:15:24,2024-05-02T05:39:11.079Z
C176,christine smith,F,colorado,43,False,2019-11-29 18:06:44,2024-05-02T05:39:11.079Z
C177,brenda hancock,F,wisconsin,45,False,2018-01-23 22:25:36,2024-05-02T05:39:11.080Z
C178,alyssa payne,F,tennessee,38,False,2016-01-31 08:31:18,2024-05-02T05:39:11.081Z
C179,robert cole,M,california,91,True,2016-03-22 07:21:56,2024-05-02T05:39:11.082Z
C180,matthew williamson,M,utah,88,True,2017-07-21 01:13:28,2024-05-02T05:39:11.082Z
C181,brittany moore,F,washington,52,True,2019-08-23 16:16:19,2024-05-02T05:39:11.083Z
C182,mr. daniel weiss,M,oklahoma,27,False,2018-04-20 18:58:37,2024-05-02T05:39:11.084Z
C183,teresa holloway,F,new york,76,True,2017-02-27 10:09:32,2024-05-02T05:39:11.084Z
C184,pamela mosley,F,montana,35,True,2019-08-09 21:05:44,2024-05-02T05:39:11.085Z
C185,jamie patel,F,new jersey,73,True,2016-08-21 23:10:45,2024-05-02T05:39:11.085Z
C186,jessica escobar,F,georgia,82,False,2016-04-05 22:42:50,2024-05-02T05:39:11.086Z
C187,susan meyer,F,new jersey,32,True,2017-12-10 07:42:57,2024-05-02T05:39:11.086Z
C188,amy porter,F,virginia,56,False,2019-09-24 05:49:02,2024-05-02T05:39:11.087Z
C189,kelsey smith,F,maine,34,False,2017-10-15 16:28:14,2024-05-02T05:39:11.088Z
C190,john fisher,M,louisiana,32,True,2018-08-22 18:40:29,2024-05-02T05:39:11.088Z
C191,tracy smith,F,colorado,46,False,2018-05-21 07:32:37,2024-05-02T05:39:11.089Z
C192,joshua duran,M,michigan,24,False,2016-10-08 13:18:07,2024-05-02T05:39:11.089Z
C193,stephanie collins,F,utah,68,False,2019-09-22 07:05:41,2024-05-02T05:39:11.090Z
C194,jerry mann,M,new york,76,False,2019-05-04 22:23:34,2024-05-02T05:39:11.090Z
C195,anthony hicks,M,louisiana,73,True,2018-02-17 16:31:55,2024-05-02T05:39:11.091Z
C196,erin sanchez,F,florida,62,True,2019-06-05 02:08:13,2024-05-02T05:39:11.091Z
C197,kenneth brown,M,delaware,29,False,2019-07-02 02:08:33,2024-05-02T05:39:11.092Z
C198,cassandra jones,F,north carolina,26,False,2018-09-07 19:01:58,2024-05-02T05:39:11.093Z
C199,leah floyd,F,hawaii,23,True,2018-01-11 12:32:20,2024-05-02T05:39:11.093Z
C200,steven nguyen,M,kentucky,74,True,2016-12-14 00:55:29,2024-05-02T05:39:11.094Z
C201,billy baker,M,west virginia,71,True,2016-05-28 04:59:00,2024-05-02T05:39:11.094Z
C202,nathan bryant,M,illinois,20,True,2018-03-29 10:08:19,2024-05-02T05:39:11.095Z
C203,karen miller,F,tennessee,90,False,2018-01-29 04:48:00,2024-05-02T05:39:11.096Z
C204,olivia brown,F,missouri,37,True,2018-09-28 01:30:27,2024-05-02T05:39:11.096Z
C205,katherine chavez,F,texas,79,False,2017-01-21 07:46:07,2024-05-02T05:39:11.097Z
C206,erica branch,F,north dakota,31,False,2018-11-16 01:07:09,2024-05-02T05:39:11.098Z
C207,julia castro,F,connecticut,29,False,2017-05-08 18:50:39,2024-05-02T05:39:11.098Z
C208,stacy morgan,F,alaska,55,False,2019-08-06 05:50:11,2024-05-02T05:39:11.099Z
C209,christine harding,F,new jersey,30,True,2019-01-11 08:02:12,2024-05-02T05:39:11.100Z
C210,matthew dominguez,M,nevada,89,False,2016-02-24 08:11:22,2024-05-02T05:39:11.100Z
C211,justin foster,M,west virginia,90,False,2018-10-11 04:34:42,2024-05-02T05:39:11.101Z
C212,bradley wright,M,oklahoma,36,False,2018-03-13 12:47:30,2024-05-02T05:39:11.101Z
C213,mr. jonathan smith,M,california,35,False,2018-11-20 07:55:16,2024-05-02T05:39:11.102Z
C214,troy mitchell,M,maine,88,False,2017-01-24 05:14:05,2024-05-02T05:39:11.103Z
C215,brittany rodgers,F,new york,36,True,2018-04-04 09:32:42,2024-05-02T05:39:11.103Z
C216,james stevens,M,missouri,39,True,2018-04-19 10:13:55,2024-05-02T05:39:11.104Z
C217,sheila williams,F,utah,63,True,2016-06-20 00:07:16,2024-05-02T05:39:11.105Z
C218,luis robbins,M,new jersey,90,False,2018-07-25 04:47:26,2024-05-02T05:39:11.105Z
C219,john price,M,texas,66,True,2019-06-10 08:38:13,2024-05-02T05:39:11.106Z
C220,matthew davis,M,alabama,31,False,2017-08-01 01:00:56,2024-05-02T05:39:11.107Z
C221,jesse hawkins,M,oklahoma,80,True,2019-03-02 08:33:54,2024-05-02T05:39:11.107Z
C222,brandon duffy,M,connecticut,59,False,2017-09-16 01:56:57,2024-05-02T05:39:11.108Z
C223,daniel roberts,M,vermont,32,False,2019-11-29 16:54:12,2024-05-02T05:39:11.109Z
C224,andrew wright,M,missouri,78,False,2016-02-01 03:38:05,2024-05-02T05:39:11.109Z
C225,shawn collins,M,florida,54,False,2019-02-10 05:21:44,2024-05-02T05:39:11.110Z
C226,raymond lewis,M,maryland,47,False,2016-01-09 22:49:21,2024-05-02T05:39:11.111Z
C227,stephen armstrong,M,pennsylvania,62,False,2017-11-28 11:00:17,2024-05-02T05:39:11.112Z
C228,peter travis md,M,wyoming,47,False,2019-07-29 08:10:00,2024-05-02T05:39:11.112Z
C229,aaron cooper,M,colorado,22,False,2018-05-08 12:00:36,2024-05-02T05:39:11.113Z
C230,kimberly cervantes,F,wyoming,19,False,2019-02-19 08:37:00,2024-05-02T05:39:11.114Z
C231,jacqueline robertson,F,wisconsin,46,True,2016-11-05 21:56:09,2024-05-02T05:39:11.114Z
C232,stephen walker,M,montana,82,True,2017-10-15 01:50:36,2024-05-02T05:39:11.115Z
C233,willie stevenson,M,massachusetts,32,True,2017-05-20 03:59:18,2024-05-02T05:39:11.115Z
C234,nicole little,F,alabama,88,False,2017-02-26 19:36:00,2024-05-02T05:39:11.116Z
C235,jacqueline landry,F,north carolina,29,False,2018-12-28 07:01:52,2024-05-02T05:39:11.117Z
C236,gary valenzuela,M,south carolina,34,False,2018-09-06 04:11:42,2024-05-02T05:39:11.117Z
C237,victoria dixon,F,illinois,78,True,2016-05-06 11:25:15,2024-05-02T05:39:11.118Z
C238,raymond peterson,M,vermont,24,True,2017-06-29 20:48:04,2024-05-02T05:39:11.118Z
C239,leslie jimenez,F,west virginia,79,False,2019-10-29 15:45:44,2024-05-02T05:39:11.119Z
C240,nicholas khan,M,mississippi,62,True,2016-07-17 03:00:26,2024-05-02T05:39:11.120Z
C241,jared robinson,M,oregon,83,False,2016-12-10 02:19:47,2024-05-02T05:39:11.120Z
C242,annette wade,F,utah,79,False,2019-07-07 01:00:53,2024-05-02T05:39:11.121Z
C243,amy woods,F,florida,44,True,2018-01-19 08:53:40,2024-05-02T05:39:11.121Z
C244,christina garrett,F,ohio,81,False,2018-02-12 02:01:23,2024-05-02T05:39:11.122Z
C245,samantha ayala dvm,F,michigan,24,False,2017-12-20 20:10:32,2024-05-02T05:39:11.122Z
C246,michelle morris,F,maryland,82,False,2019-08-06 15:44:04,2024-05-02T05:39:11.123Z
C247,ashley morgan,F,massachusetts,50,True,2019-05-26 00:02:33,2024-05-02T05:39:11.123Z
C248,calvin bryant,M,delaware,21,False,2018-12-01 00:49:58,2024-05-02T05:39:11.124Z
C249,robin johnston,F,alabama,85,True,2017-10-22 18:05:58,2024-05-02T05:39:11.125Z
C250,alex thompson,M,kansas,85,True,2018-01-07 02:53:49,2024-05-02T05:39:11.125Z
C251,kimberly howard,F,colorado,31,True,2018-09-12 18:38:54,2024-05-02T05:39:11.126Z
C252,stephanie hendricks,F,oklahoma,41,False,2018-05-01 12:20:09,2024-05-02T05:39:11.127Z
C253,erin murphy,F,pennsylvania,23,False,2017-01-20 20:20:57,2024-05-02T05:39:11.127Z
C254,brooke moore,F,indiana,47,True,2016-10-01 15:03:19,2024-05-02T05:39:11.128Z
C255,bryan garcia,M,vermont,77,True,2018-11-27 00:19:50,2024-05-02T05:39:11.128Z
C256,david wilson,M,missouri,19,False,2017-02-27 06:16:53,2024-05-02T05:39:11.129Z
C257,kenneth thomas,M,minnesota,32,True,2016-06-05 14:39:09,2024-05-02T05:39:11.129Z
C258,kyle schultz,M,idaho,46,False,2019-06-04 02:20:07,2024-05-02T05:39:11.130Z
C259,savannah west,F,utah,64,True,2018-07-31 15:16:50,2024-05-02T05:39:11.131Z
C260,jodi jimenez,F,montana,59,True,2018-04-17 07:35:46,2024-05-02T05:39:11.131Z
C261,keith johnson,M,new mexico,33,True,2017-01-02 14:07:34,2024-05-02T05:39:11.132Z
C262,diamond davis,F,alaska,56,False,2018-06-16 13:48:53,2024-05-02T05:39:11.132Z
C263,gabrielle garrett,F,missouri,31,True,2017-11-30 09:07:18,2024-05-02T05:39:11.133Z
C264,andrew newman,M,alaska,57,False,2016-03-02 03:37:31,2024-05-02T05:39:11.133Z
C265,james luna,M,kansas,57,False,2018-10-06 15:34:08,2024-05-02T05:39:11.134Z
C266,andrew byrd,M,mississippi,74,True,2016-04-16 05:29:47,2024-05-02T05:39:11.135Z
C267,vincent baker,M,arkansas,42,False,2018-12-14 06:55:37,2024-05-02T05:39:11.135Z
C268,richard young,M,mississippi,59,True,2016-05-24 10:31:57,2024-05-02T05:39:11.136Z
C269,anna keller dds,F,kentucky,29,True,2018-10-16 09:50:11,2024-05-02T05:39:11.137Z
C270,stacy henry,F,minnesota,38,False,2016-10-11 06:35:04,2024-05-02T05:39:11.137Z
C271,maria ali,F,kentucky,61,True,2016-06-04 12:31:34,2024-05-02T05:39:11.138Z
C272,jacob bauer jr.,M,ohio,37,True,2016-04-17 05:42:45,2024-05-02T05:39:11.138Z
C273,debra gamble,F,new jersey,42,True,2019-03-27 10:04:51,2024-05-02T05:39:11.139Z
C274,carmen kramer,F,connecticut,72,True,2017-01-28 13:05:05,2024-05-02T05:39:11.140Z
C275,john david,M,arkansas,28,True,2018-12-13 05:32:34,2024-05-02T05:39:11.141Z
C276,lydia oconnell,F,south carolina,29,False,2019-11-21 02:25:13,2024-05-02T05:39:11.141Z
C277,janet castro,F,colorado,58,True,2018-07-26 11:43:32,2024-05-02T05:39:11.142Z
C278,tanya booth,F,florida,44,False,2019-10-11 21:57:34,2024-05-02T05:39:11.143Z
C279,yolanda grimes,F,wisconsin,58,True,2017-05-18 06:12:49,2024-05-02T05:39:11.143Z
C280,michael woodard,M,wisconsin,52,False,2016-09-13 09:31:02,2024-05-02T05:39:11.144Z
